month_dt,region_desc,obj_cnt,total_area,living_area,elem_1k_cnt,elem_2k_cnt,elem_3k_cnt,elem_4k_cnt,elem_parking_cnt
2021-06-01,Ямало-Ненецкий Автономный округ,12,55800,37400,416,249,116,12,0
2021-06-01,Северная Осетия - Алания Республика,9,71500,52000,356,326,159,0,42
2021-06-01,Астраханская область,4,71100,49800,333,377,116,0,49
2021-06-01,Ульяновская область,22,140000,99900,750,762,307,27,36
2021-06-01,Хакасия Республика,7,66200,46100,510,286,90,4,0
2021-06-01,Хабаровский край,12,135200,55600,401,347,154,29,234
2021-06-01,Удмуртская Республика,18,233300,144400,1418,1137,394,48,187
2021-06-01,Мурманская область,2,2200,1700,16,19,3,0,0
2021-06-01,Калмыкия Республика,2,10300,9200,80,60,20,0,0
2021-06-01,Новгородская область,2,6400,4700,48,32,16,0,0
2021-06-01,Ивановская область,4,30800,21700,263,152,27,0,0
2021-06-01,Еврейская Автономная область,1,1700,1300,12,12,3,0,0
2021-06-01,Свердловская область,39,717400,468800,4704,2863,1244,37,933
2021-06-01,Самарская область,15,375200,242900,2198,1332,680,0,642
2021-06-01,Адыгея Республика,3,35500,23600,450,168,2,0,0
2021-06-01,Смоленская область,13,101100,75100,737,480,190,0,0
2021-06-01,Алтай Республика,1,2500,1900,32,8,0,0,0
2021-06-01,Ярославская область,17,147200,96800,700,772,218,9,51
2021-06-01,Карелия Республика,11,86200,56700,241,498,282,47,34
2021-06-01,Иркутская область,28,183500,120500,1240,871,220,0,68
2021-06-01,Краснодарский край,85,1049300,708500,11214,4286,703,41,751
2021-06-01,Челябинская область,11,139900,94300,512,589,325,91,27
2021-06-01,Санкт-Петербург город,78,2360900,1358600,20979,6900,2353,181,5461
2021-06-01,Забайкальский край,1,9100,9100,120,48,0,0,0
2021-06-01,Красноярский край,14,197900,128000,1200,1170,322,54,36
2021-06-01,Белгородская область,7,73200,41600,554,129,110,4,0
2021-06-01,Сахалинская область,6,32600,24900,152,172,64,0,0
2021-06-01,Коми Республика,5,52900,32600,435,191,123,20,0
2021-06-01,Оренбургская область,8,80500,56500,487,381,192,0,0
2021-06-01,Ставропольский край,49,434100,278600,2830,2086,660,12,315
2021-06-01,Омская область,3,58300,36300,575,104,20,0,50
2021-06-01,Волгоградская область,14,92500,60600,798,187,113,0,230
2021-06-01,Ненецкий Автономный округ,2,23400,16600,63,148,131,0,0
2021-06-01,Ханты-Мансийский АО - Югра,13,152600,87200,731,727,178,7,42
2021-06-01,Мордовия Республика,6,50400,30500,284,197,82,0,0
2021-06-01,Курская область,1,6900,5400,41,40,19,0,0
2021-06-01,Татарстан Республика,40,424900,275600,2636,1895,941,8,826
2021-06-01,Тверская область,16,131700,93300,784,551,268,50,12
2021-07-01,Воронежская область,14,274500,196600,1836,1091,711,1,0
2021-07-01,Саха (Якутия) Республика ,18,163900,114900,1551,679,137,28,172
2021-07-01,Псковская область,12,105100,72900,815,356,240,12,8
2021-07-01,Марий Эл Республика,8,70500,47900,401,302,168,4,0
2021-07-01,Крым Республика,13,71600,46400,682,256,44,6,0
2021-07-01,Чеченская Республика,2,23100,17000,79,100,40,20,0
2021-07-01,Татарстан Республика,44,515500,327400,3139,2264,1168,10,1088
2021-07-01,Томская область,1,9800,7000,53,60,0,15,0
2021-07-01,Кабардино-Балкарская Республика,3,6100,5500,60,30,0,0,0
2021-07-01,Хабаровский край,14,170700,77800,534,523,199,29,234
2021-07-01,Московская область,131,2543900,1646000,19940,12169,3253,297,2039
2021-07-01,Северная Осетия - Алания Республика,9,71500,52000,356,326,159,0,42
2021-07-01,Коми Республика,5,52900,32600,435,191,123,20,0
2021-07-01,Тверская область,18,137800,96300,800,567,278,50,23
2021-07-01,Хакасия Республика,7,66200,46100,510,286,90,4,0
2021-07-01,Ленинградская область,33,305100,194600,2909,1068,339,37,0
2021-07-01,Калмыкия Республика,2,10300,9200,80,60,20,0,0
2021-07-01,Брянская область,14,173500,112200,801,840,236,10,1
2021-07-01,Калининградская область,60,507500,328400,3252,2503,658,17,468
2021-07-01,Челябинская область,11,139900,94300,512,589,325,91,27
2021-07-01,Ямало-Ненецкий Автономный округ,16,60900,41300,453,277,132,12,0
2021-07-01,Астраханская область,5,74900,52500,343,392,126,0,49
2021-07-01,Калужская область,19,102600,75300,804,590,110,1,55
2021-07-01,Иркутская область,48,191100,127500,1313,879,221,0,68
2021-07-01,Красноярский край,17,266800,166400,1297,1292,503,133,254
2021-07-01,Белгородская область,7,73200,41600,554,129,110,4,0
2021-07-01,Москва город,33,1502300,794500,6664,4236,1749,464,4729
2021-07-01,Курганская область,2,6400,4900,10,55,21,1,0
2021-07-01,Нижегородская область,19,181600,117800,1128,780,305,81,206
2021-07-01,Орловская область,7,78600,54900,449,419,166,0,0
2021-07-01,Оренбургская область,9,82600,58200,499,399,195,0,0
2021-07-01,Удмуртская Республика,21,282900,177900,1726,1379,539,64,187
2021-07-01,Рязанская область,9,192900,127300,1302,904,271,0,91
2021-07-01,Кемеровская область - Кузбасс,9,115000,78500,1386,67,48,0,94
2021-07-01,Владимирская область,20,92500,68500,761,446,159,5,66
2021-07-01,Чувашская Республика,27,279800,194100,1784,1442,429,10,30
2021-07-01,Забайкальский край,3,23400,20600,240,189,11,0,0
2021-07-01,Смоленская область,16,125700,91900,858,574,245,9,45
2021-07-01,Саратовская область,17,325800,199900,2376,1384,419,0,0
2021-07-01,Липецкая область,6,97600,69100,571,482,137,0,150
2021-07-01,Тамбовская область,6,3500,1600,48,0,0,0,0
2021-07-01,Новгородская область,3,11000,8100,73,52,31,0,0
2021-07-01,Карелия Республика,11,86200,56700,241,498,282,47,34
2021-07-01,Ставропольский край,52,445800,286800,2986,2134,666,12,315
2021-07-01,Ульяновская область,25,157600,112200,870,862,326,27,36
2021-07-01,Ярославская область,21,157100,104200,738,818,253,9,51
2021-07-01,Бурятия Республика,5,33800,19700,254,140,28,4,0
2021-07-01,Алтайский край,17,283700,187600,1174,1264,773,144,0
2021-07-01,Адыгея Республика,3,35500,23600,450,168,2,0,0
2021-07-01,Архангельская область,18,104800,71700,729,502,174,4,35
2021-07-01,Мурманская область,2,2200,1700,16,19,3,0,0
2021-07-01,Ивановская область,4,30800,21700,263,152,27,0,0
2021-07-01,Ханты-Мансийский АО - Югра,15,164300,95800,770,782,218,7,42
2021-07-01,Мордовия Республика,6,50400,30500,284,197,82,0,0
2021-07-01,Вологодская область,11,65000,50900,439,337,161,5,0
2021-07-01,Алтай Республика,1,2500,1900,32,8,0,0,0
2021-07-01,Сахалинская область,6,32600,24900,152,172,64,0,0
2021-07-01,Краснодарский край,88,1108700,740600,11839,4491,703,41,991
2021-07-01,Ненецкий Автономный округ,2,23400,16600,63,148,131,0,0
2021-07-01,Севастополь город,19,149100,102700,1205,710,183,14,0
2021-07-01,Санкт-Петербург город,87,2395300,1380400,21114,7019,2433,184,5495
2021-07-01,Приморский край,12,219000,131700,995,604,129,89,579
2021-07-01,Кировская область,12,65800,44100,414,375,129,30,33
2021-07-01,Пензенская область,14,210200,125600,1390,856,301,6,90
2021-07-01,Тульская область,23,274700,164800,1348,1091,409,2,38
2021-07-01,Омская область,4,73300,45300,681,167,40,0,50
2021-07-01,Еврейская Автономная область,1,1700,1300,12,12,3,0,0
2021-07-01,Дагестан Республика,1,14600,10700,93,66,3,6,0
2021-07-01,Свердловская область,41,763500,499400,4910,3089,1321,57,1065
2021-07-01,Новосибирская область,60,729900,444700,4368,2867,1606,166,1237
2021-07-01,Башкортостан Республика,33,515900,362900,4714,1805,937,58,409
2021-07-01,Самарская область,16,391500,251400,2252,1356,732,1,703
2021-07-01,Курская область,2,20400,15500,101,115,47,1,84
2021-07-01,Волгоградская область,16,114700,75400,1075,250,122,0,230
2021-07-01,Тюменская область,27,297500,212500,2282,1595,484,49,125
2021-07-01,Пермский край,31,498100,316700,2492,2374,1271,55,373
2021-07-01,Костромская область,16,72300,52800,445,383,164,2,0
2021-07-01,Ростовская область,71,613000,393800,4166,2336,1037,39,506
2021-08-01,Мордовия Республика,6,50400,30500,284,197,82,0,0
2021-08-01,Архангельская область,25,132500,92300,956,654,226,4,35
2021-08-01,Белгородская область,10,88200,49700,613,177,133,4,50
2021-08-01,Новгородская область,6,23600,17600,172,111,63,0,0
2021-08-01,Ярославская область,26,189200,127400,917,969,345,9,51
2021-08-01,Краснодарский край,136,1934400,1297200,18543,8402,1776,49,1129
2021-08-01,Ленинградская область,37,320000,205300,3101,1156,339,37,0
2021-08-01,Тюменская область,30,313600,224700,2461,1635,513,49,125
2021-08-01,Марий Эл Республика,8,70500,47900,401,302,168,4,0
2021-08-01,Воронежская область,22,363000,256500,2541,1404,868,2,0
2021-08-01,Астраханская область,5,74900,52500,343,392,126,0,49
2021-08-01,Дагестан Республика,1,14600,10700,93,66,3,6,0
2021-08-01,Владимирская область,23,113700,84800,949,533,214,5,66
2021-08-01,Ставропольский край,54,488700,315500,3305,2357,708,12,315
2021-08-01,Коми Республика,5,52900,32600,435,191,123,20,0
2021-08-01,Красноярский край,19,292800,185500,1343,1448,606,133,254
2021-08-01,Ульяновская область,28,210500,144800,1264,1175,358,27,36
2021-08-01,Самарская область,21,477100,305800,2807,1680,877,1,801
2021-08-01,Хабаровский край,16,189400,89700,644,597,227,29,234
2021-08-01,Калмыкия Республика,3,12700,11300,100,75,25,0,0
2021-08-01,Татарстан Республика,58,752100,473100,4684,3122,1431,10,1544
2021-08-01,Саха (Якутия) Республика ,19,177300,124300,1644,775,137,28,172
2021-08-01,Алтай Республика,1,2500,1900,32,8,0,0,0
2021-08-01,Брянская область,15,175500,113800,822,849,239,10,1
2021-08-01,Нижегородская область,22,226600,142200,1189,921,444,129,379
2021-08-01,Ямало-Ненецкий Автономный округ,16,60900,41300,453,277,132,12,0
2021-08-01,Липецкая область,11,126200,89900,801,545,196,0,150
2021-08-01,Курганская область,2,6400,4900,10,55,21,1,0
2021-08-01,Ханты-Мансийский АО - Югра,20,243500,141400,1091,1087,378,11,278
2021-08-01,Крым Республика,22,146400,93600,1236,628,92,6,58
2021-08-01,Иркутская область,48,191100,127500,1313,879,221,0,68
2021-08-01,Ненецкий Автономный округ,2,23400,16600,63,148,131,0,0
2021-08-01,Кабардино-Балкарская Республика,6,40200,31300,334,159,41,0,0
2021-08-01,Карелия Республика,13,98600,64600,295,536,340,67,34
2021-08-01,Тамбовская область,9,23200,15000,258,97,6,0,0
2021-08-01,Московская область,157,2941100,1899600,24537,14094,3566,301,2277
2021-08-01,Удмуртская Республика,22,295500,185700,1803,1429,560,64,187
2021-08-01,Ивановская область,4,30800,21700,263,152,27,0,0
2021-08-01,Забайкальский край,3,23400,20600,240,189,11,0,0
2021-08-01,Карачаево-Черкесская Республика,2,11400,7200,32,32,48,0,0
